address,ghidra_name,friendly_name,category,signature,calling_convention,size,status,confidence,danger_level,description,evidence,test_notes,hit_count
,AcceptTrade,AcceptTrade,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,Ace,Ace,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B3B18 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceAddon,AceAddon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B8398 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceAddon30Frame,AceAddon30Frame,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E3767C8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceAddonClass,AceAddonClass,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B8398 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceChatCmdClass,AceChatCmdClass,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B49F0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceClass,AceClass,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B3B18 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceCore,AceCore,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B3AF0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceDB,AceDB,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B8438 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceData,AceData,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B4450 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceDatabase,AceDatabase,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B3E88 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceDbClass,AceDbClass,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B3E88 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceEvent20Frame,AceEvent20Frame,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E6315C0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceEvent30Frame,AceEvent30Frame,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E374D38 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceEventFrame,AceEventFrame,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B1C28 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceGUIEditBoxInsertLink,AceGUIEditBoxInsertLink,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AceHook,AceHook,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B8140 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceLibrary,AceLibrary,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B91D0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AceModule,AceModule,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B8280 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementAlertFrame_OnUpdate,AchievementAlertFrame_OnUpdate,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementAlertFrame_ShowAlert,AchievementAlertFrame_ShowAlert,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementButton_DisplayObjectives,AchievementButton_DisplayObjectives,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementButton_GetMiniAchievement,AchievementButton_GetMiniAchievement,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementButton_OnLoad,AchievementButton_OnLoad,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementButton_ResetCriteria,AchievementButton_ResetCriteria,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementButton_ResetProgressBars,AchievementButton_ResetProgressBars,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementButton_ToggleTracking,AchievementButton_ToggleTracking,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementCategoryButton_Localize,AchievementCategoryButton_Localize,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementComparisonFriendButton_OnLoad,AchievementComparisonFriendButton_OnLoad,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementFont_Small,AchievementFont_Small,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE5E90 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton1BottomTsunami1,AchievementFrameAchievementsContainerButton1BottomTsunami1,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE7A38 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton1Glow,AchievementFrameAchievementsContainerButton1Glow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE7B28 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton1PlusMinus,AchievementFrameAchievementsContainerButton1PlusMinus,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B36B8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton1ShieldIcon,AchievementFrameAchievementsContainerButton1ShieldIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E639EC8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton1TrackedText,AchievementFrameAchievementsContainerButton1TrackedText,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E986890 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton2BottomRightTsunami,AchievementFrameAchievementsContainerButton2BottomRightTsunami,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE7FD8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton2HighlightTop,AchievementFrameAchievementsContainerButton2HighlightTop,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE85C8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton2HighlightTopLeft,AchievementFrameAchievementsContainerButton2HighlightTopLeft,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE84B0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton2HighlightTopRight,AchievementFrameAchievementsContainerButton2HighlightTopRight,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE8528 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton2IconBackfill,AchievementFrameAchievementsContainerButton2IconBackfill,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE8730 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton2ShieldPoints,AchievementFrameAchievementsContainerButton2ShieldPoints,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE88E8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton2TopLeftTsunami,AchievementFrameAchievementsContainerButton2TopLeftTsunami,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE8028 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton3HiddenDescription,AchievementFrameAchievementsContainerButton3HiddenDescription,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE8E38 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton3HighlightBottom,AchievementFrameAchievementsContainerButton3HighlightBottom,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE9108 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton3HighlightTopLeft,AchievementFrameAchievementsContainerButton3HighlightTopLeft,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE8F78 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton3Icon,AchievementFrameAchievementsContainerButton3Icon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE91F8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton4BottomTsunami1,AchievementFrameAchievementsContainerButton4BottomTsunami1,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE9680 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton4HighlightRight,AchievementFrameAchievementsContainerButton4HighlightRight,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE9CC0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton4HighlightTop,AchievementFrameAchievementsContainerButton4HighlightTop,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE9BD0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton4Icon,AchievementFrameAchievementsContainerButton4Icon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE9D10 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton4ShieldIcon,AchievementFrameAchievementsContainerButton4ShieldIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE9EA0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton4ShieldPoints,AchievementFrameAchievementsContainerButton4ShieldPoints,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE9EF0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton5Glow,AchievementFrameAchievementsContainerButton5Glow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC0260 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton5HighlightTop,AchievementFrameAchievementsContainerButton5HighlightTop,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC06C0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton5Icon,AchievementFrameAchievementsContainerButton5Icon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC0800 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton5TopLeftTsunami,AchievementFrameAchievementsContainerButton5TopLeftTsunami,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC0120 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton6Background,AchievementFrameAchievementsContainerButton6Background,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC0AF8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton6BottomTsunami1,AchievementFrameAchievementsContainerButton6BottomTsunami1,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC0C88 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton6HighlightRight,AchievementFrameAchievementsContainerButton6HighlightRight,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC12C8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton6Icon,AchievementFrameAchievementsContainerButton6Icon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC1318 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton6Objectives,AchievementFrameAchievementsContainerButton6Objectives,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E986480 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton6ShieldPoints,AchievementFrameAchievementsContainerButton6ShieldPoints,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC14D0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton6TopLeftTsunami,AchievementFrameAchievementsContainerButton6TopLeftTsunami,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC0BE8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton7,AchievementFrameAchievementsContainerButton7,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E639B80 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton7Glow,AchievementFrameAchievementsContainerButton7Glow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC1868 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton7HighlightTopLeft,AchievementFrameAchievementsContainerButton7HighlightTopLeft,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC1B88 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton7ShieldIcon,AchievementFrameAchievementsContainerButton7ShieldIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC1FC0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerButton7ShieldPoints,AchievementFrameAchievementsContainerButton7ShieldPoints,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC2010 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerScrollBarBG,AchievementFrameAchievementsContainerScrollBarBG,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE7600 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerScrollBarMiddle,AchievementFrameAchievementsContainerScrollBarMiddle,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE76F0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerScrollBarScrollUpButton,AchievementFrameAchievementsContainerScrollBarScrollUpButton,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE7790 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievementsContainerScrollBarTop,AchievementFrameAchievementsContainerScrollBarTop,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE7650 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameAchievements_FindSelection,AchievementFrameAchievements_FindSelection,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementFrameAchievements_OnShow,AchievementFrameAchievements_OnShow,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementFrameAchievements_SelectButton,AchievementFrameAchievements_SelectButton,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementFrameAchievements_Update,AchievementFrameAchievements_Update,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementFrameCategories,AchievementFrameCategories,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE6B88 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainer,AchievementFrameCategoriesContainer,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE6CC8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton13Background,AchievementFrameCategoriesContainerButton13Background,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E541B10 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton14,AchievementFrameCategoriesContainerButton14,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5437A8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton15,AchievementFrameCategoriesContainerButton15,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E548B68 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton16,AchievementFrameCategoriesContainerButton16,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5429C0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton16Background,AchievementFrameCategoriesContainerButton16Background,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E543898 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton17,AchievementFrameCategoriesContainerButton17,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E548A50 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton17Background,AchievementFrameCategoriesContainerButton17Background,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5421F0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton2,AchievementFrameCategoriesContainerButton2,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E541228 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton20Label,AchievementFrameCategoriesContainerButton20Label,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5B5170 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton4Background,AchievementFrameCategoriesContainerButton4Background,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E540440 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton6,AchievementFrameCategoriesContainerButton6,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E540710 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton7,AchievementFrameCategoriesContainerButton7,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E540A58 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerButton9,AchievementFrameCategoriesContainerButton9,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5417A0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerScrollBar,AchievementFrameCategoriesContainerScrollBar,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE6CF0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerScrollBarBottom,AchievementFrameCategoriesContainerScrollBarBottom,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE6F20 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerScrollBarScrollUpButton,AchievementFrameCategoriesContainerScrollBarScrollUpButton,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE7128 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategoriesContainerScrollChild,AchievementFrameCategoriesContainerScrollChild,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EBE6DB8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameCategories_ClearSelection,AchievementFrameCategories_ClearSelection,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementFrameCategories_GetCategoryList,AchievementFrameCategories_GetCategoryList,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementFrameCategories_OnShow,AchievementFrameCategories_OnShow,function,,,,UNKNOWN,LOW,SAFE_READ,<function>,runtime _G scan,,0
,AchievementFrameComparisonContainerButton1,AchievementFrameComparisonContainerButton1,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E639BA8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton10,AchievementFrameComparisonContainerButton10,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5F9450 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton10FriendGlow,AchievementFrameComparisonContainerButton10FriendGlow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EE62EE8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton10FriendShieldPoints,AchievementFrameComparisonContainerButton10FriendShieldPoints,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EE63140 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton10PlayerGlow,AchievementFrameComparisonContainerButton10PlayerGlow,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EE62BA0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton10PlayerShield,AchievementFrameComparisonContainerButton10PlayerShield,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EE62D08 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton1Friend,AchievementFrameComparisonContainerButton1Friend,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1E5F8988 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton1FriendShieldIcon,AchievementFrameComparisonContainerButton1FriendShieldIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC9310 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton1Player,AchievementFrameComparisonContainerButton1Player,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC8AA0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton1PlayerBackground,AchievementFrameComparisonContainerButton1PlayerBackground,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC8AF0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton1PlayerIconBling,AchievementFrameComparisonContainerButton1PlayerIconBling,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC8D70 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton1PlayerShieldPoints,AchievementFrameComparisonContainerButton1PlayerShieldPoints,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC8F28 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton1PlayerTitleBackground,AchievementFrameComparisonContainerButton1PlayerTitleBackground,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC8B40 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton2FriendIcon,AchievementFrameComparisonContainerButton2FriendIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC98D8 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton2FriendIconTexture,AchievementFrameComparisonContainerButton2FriendIconTexture,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC9978 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton2FriendShield,AchievementFrameComparisonContainerButton2FriendShield,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC9900 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton2PlayerShieldIcon,AchievementFrameComparisonContainerButton2PlayerShieldIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC9748 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton3FriendIcon,AchievementFrameComparisonContainerButton3FriendIcon,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC9F68 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton3FriendShield,AchievementFrameComparisonContainerButton3FriendShield,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC9F90 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
,AchievementFrameComparisonContainerButton3PlayerBackground,AchievementFrameComparisonContainerButton3PlayerBackground,table,,,,UNKNOWN,LOW,SAFE_READ,Runtime pointer: 0x1EDC99F0 | Pointer type: LUA_RUNTIME_POINTER | Stable: NO,runtime _G scan,,0
